voyage: 37.25, 12.15, 16.09, 24.60, 7.73, 31.42, 14.27, 25.33, 39.23, 57.88, 
time: 9.51, 21.85, 15.91, 38.59, 28.40, 14.07, 5.94, 8.93, 19.64, 45.98, 
tasks: 3, 1, 4, 4, 3, 3, 2, 4, 4, 2, 
voyage: 13.98, 12.15, 33.21, 15.43, 41.88, 39.21, 14.27, 25.33, 48.74, 41.97, 
time: 9.51, 21.87, 5.96, 24.87, 27.98, 14.07, 19.54, 8.93, 37.02, 32.21, 
tasks: 2, 1, 4, 3, 4, 3, 2, 4, 4, 3, 
voyage: 13.98, 12.15, 10.13, 15.43, 57.14, 24.01, 14.27, 25.33, 39.23, 41.97, 
time: 9.51, 21.87, 24.95, 15.00, 27.98, 14.07, 43.95, 8.93, 29.54, 22.40, 
tasks: 2, 1, 3, 3, 6, 2, 2, 4, 4, 3, 
voyage: 13.98, 12.15, 34.84, 15.43, 32.43, 24.01, 14.27, 25.33, 39.23, 41.97, 
time: 9.51, 21.87, 24.95, 15.00, 27.98, 14.07, 31.39, 8.93, 20.36, 22.40, 
tasks: 2, 1, 4, 3, 5, 2, 2, 4, 4, 3, 
voyage: 37.25, 12.15, 16.09, 24.60, 7.73, 31.42, 14.27, 25.33, 39.23, 57.88, 
time: 9.51, 21.85, 15.91, 38.59, 28.40, 14.07, 5.94, 8.93, 19.64, 45.98, 
tasks: 3, 1, 4, 4, 3, 3, 2, 4, 4, 2, 
voyage: 13.98, 12.15, 33.21, 15.43, 41.88, 39.21, 14.27, 25.33, 48.74, 41.97, 
time: 9.51, 21.87, 5.96, 24.87, 27.98, 14.07, 19.54, 8.93, 37.02, 32.21, 
tasks: 2, 1, 4, 3, 4, 3, 2, 4, 4, 3, 
voyage: 13.98, 12.15, 10.13, 15.43, 57.14, 24.01, 14.27, 25.33, 39.23, 41.97, 
time: 9.51, 21.87, 24.95, 15.00, 27.98, 14.07, 43.95, 8.93, 29.54, 22.40, 
tasks: 2, 1, 3, 3, 6, 2, 2, 4, 4, 3, 
voyage: 37.25, 12.15, 16.09, 24.60, 7.73, 31.42, 14.27, 25.33, 39.23, 57.88, 
time: 9.51, 21.85, 15.91, 38.59, 28.40, 14.07, 5.94, 8.93, 19.64, 45.98, 
tasks: 3, 1, 4, 4, 3, 3, 2, 4, 4, 2, 
voyage: 13.98, 12.15, 33.21, 15.43, 41.88, 39.21, 14.27, 25.33, 48.74, 41.97, 
time: 9.51, 21.87, 5.96, 24.87, 27.98, 14.07, 19.54, 8.93, 37.02, 32.21, 
tasks: 2, 1, 4, 3, 4, 3, 2, 4, 4, 3, 
voyage: 13.98, 12.15, 10.13, 15.43, 57.14, 24.01, 14.27, 25.33, 39.23, 41.97, 
time: 9.51, 21.87, 24.95, 15.00, 27.98, 14.07, 43.95, 8.93, 29.54, 22.40, 
tasks: 2, 1, 3, 3, 6, 2, 2, 4, 4, 3, 
voyage: 37.25, 12.15, 16.09, 24.60, 7.73, 31.42, 14.27, 25.33, 39.23, 57.88, 
time: 9.51, 21.85, 15.91, 38.59, 28.40, 14.07, 5.94, 8.93, 19.64, 45.98, 
tasks: 3, 1, 4, 4, 3, 3, 2, 4, 4, 2, 
voyage: 13.98, 12.15, 33.21, 15.43, 41.88, 39.21, 14.27, 25.33, 48.74, 41.97, 
time: 9.51, 21.87, 5.96, 24.87, 27.98, 14.07, 19.54, 8.93, 37.02, 32.21, 
tasks: 2, 1, 4, 3, 4, 3, 2, 4, 4, 3, 
voyage: 13.98, 12.15, 10.13, 15.43, 57.14, 24.01, 14.27, 25.33, 39.23, 41.97, 
time: 9.51, 21.87, 24.95, 15.00, 27.98, 14.07, 43.95, 8.93, 29.54, 22.40, 
tasks: 2, 1, 3, 3, 6, 2, 2, 4, 4, 3, 
